순,등록번호,청구기호,서명,저작자,편/권차,발행자,발행년,가격,자료실명
2649,EM0000454354,MC 843-캠43ㅇ,에이드리언 심콕스는 말이 없다,글: 마시 캠벨  ; 그림: 코리나 루이켄  ; 옮김: 김경미,,다산기획,2019,14000,임시자료실
2650,EM0000454355,MC 843-그233ㅇ=2,여우가 내 인형을 훔쳤어,글·그림: 스테퍼니 그레긴  ; 해설: 김세실,,스콜라,2019,13000,임시자료실
2651,EM0000454356,J813.8-열227,열두 살의 데이터,"이승민, 장한애, 유하정, 이퐁 글  ; 소우주 그림",,현북스,2019,11000,임시자료실
2652,EM0000454357,MC 813.8-오67ㅇ,오레오오와 미세먼지,오우성 글·그림,,동심,2019,12000,임시자료실
2653,EM0000454358,MC 443.3-데69ㅇ,왜 달이 떠요?,케이티 데이니스 글  ; 마르타 알바레즈 미구엔스 그림  ; 이혜명 옮김,,어스본코리아,2019,9000,임시자료실
2654,EM0000454359,MC 823.7-진77ㅇ,우리 집은 어디에 있나요?,"진주니, 린산 지음  ; 리우잉 그림",,펭귄랜덤하우스코리아,2019,22000,임시자료실
2655,EM0000454360,MC 813.8-김215ㅇ,"웃어요, 고릴라 할아버지",김노은 지음  ; 김하민 그림,,주니어김영사,2019,13800,임시자료실
2656,EM0000454361,J813.8-양68유,유튜브 전쟁  : 나도 크리에이터가 될 거야!,양은진 지음  ; 류한서 그림,,앰앤키즈,2019,11000,임시자료실
2657,EM0000454362,J843-먼822ㅇ-5,"이사도라 문 . 5, 큰 사고를 치다",해리엇 먼캐스터 지음  ; 심연희 옮김,5,을파소,2019,12000,임시자료실
2658,EM0000454363,J813.8-허11ㅇ,이웃집 마법사  : 허가람 동화,지은이: 허가람  ; 그린이: 김이조,,창비,2019,10000,임시자료실
2659,EM0000454364,J813.8-조535ㅇ,익환이와 개성 친구들,조성준 글  ; 송혜선 그림,,북스토리아이,2019,12000,임시자료실
2660,EM0000454365,J813.8-서795ㅇ,잃어버린 책,서지연 글  ; 제딧 그림,,웅진주니어,2019,10000,임시자료실
2661,EM0000454366,MC 843-파233ㅈ,자전거 도시,앨리슨 파렐 지음  ; 엄혜숙 옮김,,딸기책방,2019,13000,임시자료실
2662,EM0000454367,MC 843-브231자,작은 기차,"마거릿 와이즈 브라운 글  ; 레오 딜론, 다이앤 딜론 [공]그림  ; 이상희 옮김",,웅진주니어,"2001(2019, 54쇄)",12000,임시자료실
2663,EM0000454368,MC 883-몬831ㅈ,작은 병정과 발레리나  : 끝나지 않은 이야기  : 우리가 몰랐던 진짜 안데르센 이야기,에바 몬타나리 지음  ; 이승수 옮김,,머스트비,2019,12000,임시자료실
2664,EM0000454369,MC 843-밀233ㅈ,작은 친절,팻 지틀로 밀러 글  ; 젠 힐 그림  ; 이정훈 옮김,,북뱅크,2019,14000,임시자료실
2665,EM0000454370,MC 843-스838ㅈ=3,"잘 가, 나의 비밀 친구",그웬 스트라우스 글  ; 앤서니 브라운 그림  ; 김혜진 옮김,,웅진주니어,"2007(2019, 41쇄)",11000,임시자료실
2666,EM0000454371,MC 813.8-신225ㅈ,잘만 3형제 방랑기  : 신동근 그림책,글·그림: 신동근,,사계절,2019,13000,임시자료실
2667,EM0000454372,J495.8-진71,진짜 꿀벌이 나타났다!,동화: 김은잔 외  ; 그림: 강은옥 외,,국립생태원,2019,9900,임시자료실
2668,EM0000454373,MC 843-파69ㅈ,짖어봐 조지야,줄스 파이퍼 지음  ; 조숙은 옮김,,보림,"2000(2019, 26쇄)",11000,임시자료실
2669,EM0000454374,MC 911-오79ㅊ=3,책 빌리러 왔어요,글: 오진원  ; 그림: 정승희,,웅진씽크빅,"2010(2019, 12쇄)",11000,임시자료실
2670,EM0000454375,MC 863-지43ㅊ,처음 하늘을 날던 날,글·그림: 브뤼노 지베르  ; 옮김: 조정훈,,키즈엠,2019,13000,임시자료실
2671,EM0000454376,MC 813.8-김14ㅊ,천하무적 용기맨  : 김경희 그림책,지은이: 김경희,,비룡소,2019,12000,임시자료실
2672,EM0000454377,J863-그231ㅊ-4,"추리탐정학교 . 4, 오레롱 섬의 도둑",클레르 그라시아스 지음  ; 클로트카 그림  ; 박선주 옮김,4,좋은꿈,2019,12000,임시자료실
2673,EM0000454378,J813.8-최68ㅊ,칭찬 스티커 전쟁,최은영 글  ; 윤유리 그림,,주니어김영사,2019,11000,임시자료실
2674,EM0000454379,MC 863-니31ㅋ,커다란 일을 하고 싶어요,실비 니만 글  ; 잉그리드 고돈 그림  ; 이주영 옮김,,책속물고기,2019,12000,임시자료실
2675,EM0000454380,MC 813.8-최39ㅋ,코끼리 미용실,글·그림: 최민지,,노란상상,2019,13000,임시자료실
2676,EM0000454381,MC 833.8-미625ㅋ,크루통 씨와 빵 기관차,미야지마 치카 글·그림  ; 김영주 옮김,,북스토리아이,2019,12000,임시자료실
2677,EM0000454382,MC 813.8-허94ㅋ,크앙,글: 허혜민  ; 그림: 김명진,,네모비(nemoB),2019,7000,임시자료실
2678,EM0000454383,MC 813.8-김573ㅌ,토마토 나라에 온 선인장,글·그림: 김수경,,달그림,2019,15000,임시자료실
2679,EM0000454384,MC 843-토69,(Disney·Pixar) 토이스토리 4,각색: 빌 스콜론  ; 그림: 디즈니 동화 아트 팀,,애플비,2019,9500,임시자료실
2680,EM0000454385,J813.8-윤92ㅌ,투명 의자  : 윤해연 장편동화,지은이: 윤해연  ; 그린이: 오윤화,,별숲,2019,11500,임시자료실
2681,EM0000454386,MC 863-제238ㅌ,특별한 내 동생,베아트리스 제르노 글  ; 디아나 톨레다노 그림  ; 이정주 옮김,,봄봄,2019,12000,임시자료실
2682,EM0000454387,MC 863-라67ㅌ-2,"티토와 페피타 . 2, 아달베르가 나타났다",글·그림: 아말리아 라우  ; 번역: 남수경,2,붉은삼나무 주니어,2019,13000,임시자료실
2683,EM0000454388,MC 843-리65ㅌ,틸리와 벽,레오 리오니 그림·글  ; 김난령 옮김,,시공주니어,2019,12500,임시자료실
2684,EM0000454389,MC 375.1-베69ㅍ=2,편식하지 않아요,베이비 버스 저  ; 김영미 옮김,,아이노리,2019,12000,임시자료실
2685,EM0000454390,MC 813.8-이79ㅍ,팥빙수의 전설  : 이지은 그림책,글·그림: 이지은,,웅진주니어,2019,13000,임시자료실
2686,EM0000454391,MC 813.8-이227ㅍ,풍선,이두헌 글  ; 최은영 그림,,창비,2019,13000,임시자료실
2687,EM0000454392,MC 843-리65ㅍ=3,프레드릭,레오 리오니 글·그림  ; 최순희 옮김,,시공주니어,"2013(2019, 28쇄)",11000,임시자료실
2688,EM0000454393,MC 813.8-최57ㅎ,하늘아이 땅아이,최숙희 지음,,웅진주니어,"2008(2019, 15쇄)",12000,임시자료실
2689,EM0000454394,J892.1-이57ㅎ,하루에 한편 이솝이야기,이수지 글  ; 전정환 그림,,엠앤키즈,2019,9000,임시자료실
2690,EM0000454395,MC 375.1-헤213ㅇ-10,"아기 물고기 하양이 . 10, 하양이와 친구들이 노래해요",하위도 판 헤네흐턴 글·그림  ; 서남희 옮김,10,한울림어린이,2019,15000,임시자료실
2691,EM0000454396,MC 843-스838ㅎ,"헤이, 보이",벤자민 스트라우스 지음  ; 제니퍼 펠런 그림  ; 마술연필 옮김,,보물창고,2019,15000,임시자료실
2692,EM0000454397,MC 843-스831ㅎ,화를 참지 못하는 페르갈,글·그림: 로버트 스탈링  ; 옮김: 권미자,,키즈엠,2019,11000,임시자료실
2693,EM0000454398,J813.8-강39ㅎ-2,"환상 해결사 . 2, 수상한 크리에이터",강민정 글  ; 김래현 그림,2,고릴라박스,2019,11000,임시자료실
2694,EM0000454399,J843-피63ㅎ,"힐다, 거대한 새를 타고 하늘을 날다",루크 피어슨 원작  ; 스티븐 데이비스 글  ; 이수영 옮김,,찰리북,2019,12000,임시자료실
2695,EM0000454400,J991.1-방831ㄱ=2,(who? K-pop) BTS,강진희 글  ; 이준희 그림,,다산어린이,2018,12800,임시자료실
2696,EM0000454401,J991.1-황68ㅅ=2,(그림으로 보는) 시대를 이끈 인물들  : 교과서에 나오는 한국사 인물,글: 황은희 ; 왕홍식 ; 김현숙  ; 그림: 송영훈,,계림북스,2018,8800,임시자료실
2697,EM0000454402,J549-박64ㄱ,경복궁의 동물과 문양 이야기,글·사진: 박영수,,풀과바람,2019,12000,임시자료실
2698,EM0000454403,J991.1-황68ㄱ,(그림으로 보는) 도전하는 인물들  : 교과서에 나오는 한국사 인물,글: 황은희 ; 왕홍식 ; 김현숙  ; 그림: 윤유리,,계림북스,2019,8800,임시자료실
2699,EM0000454404,J381-이98ㄴ,남산골 한옥마을  : 조선 시대 양반집을 구경해요,"이흥원 지음  ; 김순남, 김수현 그림",,주니어김영사,2019,8500,임시자료실
2700,EM0000454405,J450-자64ㄷ,(지오팡과 함께 떠나는) 대한민국 지질여행,"저자: 자연탐사학교 ; 박정웅, 강석철, 김지연, 박창용, 이병화, 황석규  ; 삽화: 안병동",,멘토엔북스,2019,18000,임시자료실
2701,EM0000454406,J989-테78ㅅ,(지도로 떠나는 세계 문화 여행) 세계 지도 그림책,테즈카 아케미 그림  ; 김정화 옮김,,길벗스쿨,2019,17000,임시자료실
2702,EM0000454407,J451-서92ㅅ,수상한 지진과 지형의 비밀,글: 서해경  ; 그림: 이경석,,키큰도토리,2019,12000,임시자료실
2703,EM0000454408,J998.3-잡58ㅁ,스티브 잡스,멀리사 머다나 ; 프레드리크 콜팅 글  ; 요네야마 나쓰코 그림  ; 홍연미 옮김,,다섯수레,2019,13000,임시자료실
2704,EM0000454409,J991.1-안811ㅇ,안창호  : 넓은 세계를 보는 눈으로 민족을 일깨운 독립운동가,"이재승, 김민중 [공]글  ; 이해정 그림",,시공주니어,2019,10000,임시자료실
2705,EM0000454410,J998.6-햅43ㅋ,오드리 헵번,마가렛 카딜로 글  ; 줄리아 디노스 그림  ; 김선희 옮김,,도토리숲,2019,12000,임시자료실
2706,EM0000454411,J909-손77ㅇ,요리 조리 세계사  : 침이 고이는 명작 속 음식 여행,손주현 글  ; 이희은 그림,,책과함께어린이,2019,12000,임시자료실
2707,EM0000454412,J909-뭉53ㅇ-1,용선생 처음 세계사  : 세계 역사 첫걸음 . 1-2,"사회평론 역사연구소 글  ; 뭉선생, 윤효식 그림  ; 이우일 캐릭터",1,사회평론,2019,11000,임시자료실
2708,EM0000454413,J909-뭉53ㅇ-2,용선생 처음 세계사  : 세계 역사 첫걸음 . 1-2,"사회평론 역사연구소 글  ; 뭉선생, 윤효식 그림  ; 이우일 캐릭터",2,사회평론,2019,11000,임시자료실
2709,EM0000454414,J998.8-셰69ㅁ,윌리엄 셰익스피어  : 위대한 작가의 특별한 인생과 작품 이야기,"믹 매닝, 브리타 그랜스트룀 지음  ; 장미란 옮김",,시공주니어,2019,13000,임시자료실
2710,EM0000454415,J990.8-그233-45,"그레이트 피플 시리즈 . 45, 이태영 변호사의 낡은 가위",강효미 글  ; 이지후 그림,45,밝은미래,2019,12000,임시자료실
2711,EM0000454416,J373.5-손66ㅊ,창경궁  : 조선의 역사가 깃든 궁궐,손용해 지음  ; 정다이 ; 이종호 그림,,주니어김영사,2019,8500,임시자료실
2712,EM0000454417,005.55-최95ㅍ,(쓱 하고 싹 배우는) 파워포인트 2013,저자: 최홍주,,Youngjin.com(영진닷컴),2019,10000,임시자료실
2713,EM0000454418,005.1-김94ㅅ,(코딩책과 함께 보는) 소프트웨어 개념 사전,김현정 지음,,궁리출판,2019,16000,임시자료실
2714,EM0000454419,005.55-김79ㅍ,(탄탄한 기본기로 실무 능력을 키우는) 파워포인트 2016,김지연 지음,,한빛아카데미,2019,19000,임시자료실
2715,EM0000454420,551.151-박53ㅇ,AutoCAD 2020  : 2020 한글판  : 기본＋활용,박석용 지음,,청담북스,2019,22000,임시자료실
2716,EM0000454421,029.4-울848ㄷ=2,"다시, 책으로  : 순간접속의 시대에 책을 읽는다는 것",매리언 울프 지음  ; 전병근 옮김,,어크로스(어크로스출판그룹),2019,16000,임시자료실
2717,EM0000454422,005.53-한73ㄷ,된다! 7일 실무 엑셀  = Gotcha! 7 days business excel  : 일주일이면 기초 떼고 vlookup과 피벗 테이블까지!,한정희 지음,,이지스퍼블리싱,2019,20000,임시자료실
2718,EM0000454423,큰029.1-가827ㅂ,"보통의 책읽기 : 독서, 일상다반사",가쿠타 미쓰요 지음  ; 조소영 옮김,,Xbooks(엑스북스),2019,23000,임시자료실
2719,EM0000454424,029.1-김14ㅅ,(읽을수록 빠져드는) 생각 독서,김경진 지음,,프레너미,2019,15800,임시자료실
2720,EM0000454425,004.58-서39ㅅ,(아두이노 배우면서) 사물 인터넷(loT) 직접 코딩하기  : NodeMCU를 활용한 사물 인터넷 [쉬운 예제부터 수준 높은 사물 인터넷 프로젝트까지],"서민우, 박준원 지음",,앤써북,2019,22000,임시자료실
2721,EM0000454426,005.11-장92ㅇ,안드로이드 프로그래밍 쉽게 따라하기  : 안드로이드 스튜디오 3.x 지원,장해인 지음,,청담북스,2019,30000,임시자료실
2722,EM0000454427,031-조95ㅇ,알아두면 쓸데 있는 유쾌한 상식사전  : 언어·예술 편,조홍석 지음,,트로이목마,2019,14500,임시자료실
2723,EM0000454428,326.79-김14ㅇ,유튜브로 책 권하는 법  : 보는 사람을 읽는 사람으로 변화시키는 일에 관하여,김겨울 지음,,유유,2019,10000,임시자료실
2724,EM0000454429,025.25-고64ㅈ,자료 찾기가 어렵습니다  : 제대로 된 자료 찾는법,고영리 지음,,더디퍼런스,2019,10000,임시자료실
2725,EM0000454430,004.73-윤223ㅍ,파이썬 날코딩으로 알고 짜는 딥러닝  : 프레임워크 없이 단층 퍼셉트론에서 GAN까지,윤덕호 지음,,한빛미디어,2019,45000,임시자료실
2726,EM0000454431,005.1-스831ㅍ,파이썬 자료구조와 알고리즘,미아 스타인 지음  ; 최길우 옮김,,한빛미디어,2019,22000,임시자료실
2727,EM0000454432,005.1-몽13ㅍ,프로그래밍 면접 이렇게 준비한다,"존 몽건, 노아 킨들러, 에릭 기게리 지음  ; 서환수 옮김",,한빛미디어,2019,28000,임시자료실
2728,EM0000454433,373.2-경19ㄱ,"가치를 가르칩니다  : 처음 만나는 주제통합수업, 어떻게 할까?","지은이: 경기도중등독서교육연구회, 김현민, 박시영, 이경주, 정은경",,서해문집,2019,17000,임시자료실
2729,EM0000454434,199.1-천17ㄱ,고독이 힘이 될 때  : 깊고 단단한 나를 위한 인생 강의,천궈 지음  ; 고상희 옮김,,김영사,2019,14800,임시자료실
2730,EM0000454435,152.21-임93ㄱ,공자에서 다산 정약용까지  : 유교 인문학의 동서철학적 성찰,임헌규 지음,,파라아카데미,2019,22000,임시자료실
2731,EM0000454436,189-크239ㄱ,긍정심리학의 강점과 약점,크리스찬 크리스찬슨 지음  ; 추병완 옮김,,하우,2019,23000,임시자료실
2732,EM0000454437,181.383-고94ㄲ,꿈이 나에게 건네는 말  : 내가 왜 힘든지 모를 때 마음이 비춰주는 거울,고혜경 지음,,위즈덤하우스,2019,16000,임시자료실
2733,EM0000454438,189.1-제228ㄴ,나 자신과 친구 되기  : 좋은 삶을 위한 내밀한 사귐,클레멘스 제드마크 지음  ; 전진만 옮김,,책세상,2019,13000,임시자료실
2734,EM0000454439,126-김91ㄴ,"나는 아무개지만 그렇다고 아무나는 아니다  = I am somebody, not anybody  : 차별해서도 차별받아서도 안 되는 철학적 이유 10",김한승 지음,,추수밭,2019,17000,임시자료실
2735,EM0000454440,181.7-변79ㄴ,내 감정을 읽는 시간  : 나를 휘두르고 가로막는 여덟 감정의 재구성,변지영 지음,,더 퀘스트,2019,16000,임시자료실
2736,EM0000454441,186.5-슈831ㄴ,내 안의 그림자 아이  : 나를 더 아끼고 더 이상 상처받지 않기 위한 자기 존중의 심리학,슈테파니 슈탈 지음  ; 오공훈 옮김,,쌤앤파커스,2019,18000,임시자료실
2737,EM0000454442,188.8-아228ㅂ,(내 운명의 비밀을 알려주는) 별자리 상담소,Adler Institute of Psychology 지음 ; 김소원 편저,,문원북,2019,20000,임시자료실
2738,EM0000454443,큰165.7-마238ㄴ,늙어감에 대하여 : 유한성의 철학,오도 마르크바르트 지음  ; 조창오 옮김,,그린비출판사,2019,19000,임시자료실
2739,EM0000454444,189.1-김53ㄷ,"도대체 왜? 그러냐고!  : 갈등, 욕구로 통하다",김성경 지음,,수업디자인연구소,2019,17000,임시자료실
2740,EM0000454445,186.3-김13ㅁ,"마음의 여섯 얼굴  : 우울, 불안, 분노, 중독, 광기, 그리고 사랑에 관하여",김건종 지음,,에이도스출판사,2019,16000,임시자료실
2741,EM0000454446,160-안51ㅁ,미치게 친절한 철학  : 개념과 맥락으로 독파하는 철학 이야기,안상헌 지음,,행성B(행성비),2019,22000,임시자료실
2742,EM0000454447,150-공15ㅂ,바캉스 인문학  : 시대를 초월한 동양고전과 인생 백년의 경세지략,공공인문학포럼 지음,,스타북스,2019,15000,임시자료실
2743,EM0000454448,189-홀239ㅃ,뻘짓은 나만 하는 줄 알았어  : 좋든 싫든 멈출 수 없는 뻘짓의 심리,피터 홀린스 지음  ; 서종민 옮김,,명진서가,2019,15000,임시자료실
2744,EM0000454449,188.5-김98ㅅ,"(돈,섹스,인연이 고민인 그대에게) 사주로 못 풀어 낼 인생고민은 없다  : 인생의 고민길에 펼쳐보는 사주인문학수업",지은이: 김희숙,,Ritec Contents(리텍 콘텐츠),2019,15800,임시자료실
2745,EM0000454450,373.2-한17ㅅ,"생각하는 교실, 철학하는 아이들  : 사고력을 키우는 철학적 탐구공동체","지은이: 한국 철학적 탐구공동체 연구회, 이호중, 김혜숙, 박상욱, 김택신, 박인보, 박서진, 최성윤, 권태임, 배유정, 김윤주, 김성은, 이선, 정창규, 오우진, 김기현, 손명주",,맘에드림,2019,16000,임시자료실
2746,EM0000454451,104-함13ㅅ,스타벅스에서 철학 한 잔  : 신나는 직장 생활을 위한 42가지 철학 처방전,"지은이: 함께성장인문학연구원, 정예서, 김상현, 류충열, 이민서, 임명희, 정비아, 조윤주, 차경숙",,달의뒤편,2019,15000,임시자료실
2747,EM0000454452,184-캘48ㅇ,앤디 워홀은 저장강박증이었다  : 역사를 만든 인물들의 정신장애,클로디아 캘브 지음  ; 김석희 옮김,,모멘토,2019,15000,임시자료실
2748,EM0000454453,513.8522-베238ㅇ,"어느 날 갑자기 공황이 찾아왔다  : 최신 뇌 연구를 통한 불안, 공황 극복법",클라우스 베른하르트 지음  ; 이미옥 옮김,,흐름출판,2019,13000,임시자료실
2749,EM0000454454,001.3-천53ㅇ,어제를 표절했다,천세진 지음,,피서산장,2019,15000,임시자료실
2750,EM0000454455,182.12-에219,에니어그램  : 성격으로부터의 자유로움  : 당신은 성격 속에서 잠을 자고 있는 기계일 뿐이다,"김진태, 정희영, 김세겸, 황미경 지음",,brainLEO,2019,17000,임시자료실
2751,EM0000454456,182.12-김79ㅇ,에니어그램 인생극장  : 9가지 성격 유형별 리얼 스토리  = Enneagram life theater : 9 real stories by personality type,지은이: 김진희,,책과나무,2019,14000,임시자료실
2752,EM0000454457,큰338.3-잉58ㅇ,우리가 아는 장애는 없다 : 장애에 대한 문화인류학적 접근,"베네딕테 잉스타, 수잔 레이놀스 휘테 엮음  ; 김도현 옮김",,그린비,2019,37000,임시자료실
2753,EM0000454458,188.5-최51ㅇ,(운이 풀리는) 운명독법,최상용 지음,,일상이상,2019,13500,임시자료실
2754,EM0000454459,181.7-곽55ㅇ,이쁘게 나이드는 당신이 좋다  : 가족학 박사의 나를 사랑하게 되는 감정수업,곽소현 지음,,길위의책,2019,14500,임시자료실
2755,EM0000454460,126-르35ㅈ,자발적 고독,올리비에 르모 지음  ; 서희정 옮김,,돌베개,2019,15000,임시자료실
2756,EM0000454461,180.733-로18ㅈ,죽도록 먹고 마시는 심리학  : 생각 없이 먹고 마시는 당신을 위한 실험 심리학,알렉산드라 w. 로그 지음  ; 박미경 옮김,,행복한 숲,2019,18000,임시자료실
2757,EM0000454462,104-브239ㅊ,철학이 필요한 순간  : 삶의 의미를 되찾는 10가지 생각,스벤 브링크만 지음  ; 강경이 옮김,,다산초당,2019,15000,임시자료실
2758,EM0000454463,378.9-이66ㅍ,프랑스 사람은 지우개를 쓰지 않는다,이와모토 마나 지음  ; 윤경희 옮김,,올댓북스,2019,14000,임시자료실
2759,EM0000454464,J233-차64ㅎ,(엄마 아빠가 읽어주는) 한줄아기성경,차영회 지음  ; 최은민 ; 우성희 그림,,몽당연필,2019,15800,임시자료실
2760,EM0000454465,223.56-김95ㄱ,(처음 만난) 관무량수경觀無量壽經,김호성 지음,,동국대학교출판부,2019,13000,임시자료실
2761,EM0000454466,231.8-황34ㄴ,나의 신앙고백  : 사도신경으로 나의 믿음을 세우다,황명환 지음,,두란노서원,2019,7000,임시자료실
2762,EM0000454467,J233-코239ㄷ,동시 성경  : 우리 아이 감성 쑥쑥,코린 오라녀 지음  ;  마리케 텐 베르허 그림  ; 서지연 옮김,,생명의말씀사,2019,14000,임시자료실
2763,EM0000454468,230-양58ㅁ,믿으라고? 뭘?  : 찾는이를 위한 기독교 Q&A,양승언 지음  ; 김태은 그림,,넥서스cross,2019,11200,임시자료실
2764,EM0000454469,224.3-장67ㅂ,불경의 숲을 거닐다  : 행복한 삶을 위한 부처님의 가르침,장원철 지음,,생각나눔,2019,13000,임시자료실
2765,EM0000454470,225.84-윤98ㅂ,불교심리학 연구  = Studies on buddhist psychology  : 상담가를 위한 새로운 심리학,윤희조 저,,씨아이알,2019,26000,임시자료실
2766,EM0000454471,220.1-김72ㅂ,붓다의 시대  : 새롭게 열린다,김재영 지음,,동쪽나라,2019,20000,임시자료실
2767,EM0000454472,235.4-김225ㅅ,사람들이 몰려오는 소그룹 전도법,김동현 지음,,NDC,2019,12000,임시자료실
2768,EM0000454473,220-석67ㅅ,"사리, 불가사의한 법신",석우 재한 지음,,운주사,2019,25000,임시자료실
2769,EM0000454474,235.35-린31ㅅ,상처받은 마음 치유하는 기도  : 내 삶을 변화시키는 치유의 8단계  : 에릭 에릭슨의 심리학과 영성의 조화,"글쓴이: 마태오 린, 쉐일라 파브리칸트 린, 데니스 린  ; 옮긴이: 김종오",,생활성서,2019,15000,임시자료실
2770,EM0000454475,청219.11-생11,생각의 힘을 길러 주는 우리 신화 읽기  : 교과서 속 우리 신들을 만나다,"지은이: 신홍엽, 이임정, 정은해, 최혜정  ; 본문삽화: 김수정",,초록비책공방,2019,15000,임시자료실
2771,EM0000454476,233.3-안55ㅅ,"세상을 읽는 눈, 지혜",안소근 지음,,가톨릭출판사,2019,13000,임시자료실
2772,EM0000454477,235.35-홍53ㅅ,"신부님, 저도 중독인가요?",홍성민 지음,,바오로딸,2019,12000,임시자료실
2773,EM0000454478,672.2-해69ㅇ,왕생가  : 천도재 음악 악보집,지은이: 법보종찰 해인사,,조계종출판사,2019,20000,임시자료실
2774,EM0000454479,234.8-최53ㅇ,의미는 알고나 사용합시다  : 기독교 언어와 신앙생활,최성수 지음,,예영커뮤니케이션,2019,25000,임시자료실
2775,EM0000454480,234.8-한98ㅈ,자기를 아는 은혜,한희수 지음,,한비CO,2019,15000,임시자료실
2776,EM0000454481,224.8-법45ㅈ,진흙에서 핀 연꽃처럼  : 대한불교조계종 제6회 신행수기 공모 당선작,법보신문 편집부 엮음,,모과나무,2019,14000,임시자료실
2777,EM0000454482,234.9-김225ㅋ,크리스천 학부모와 자녀가 꼭 알아야 할 25가지 문제,김동환 지음,,하임,2019,15800,임시자료실
2778,EM0000454483,MC 375.1-베69ㅊ=2,치카치카 양치질이 좋아요,베이비 버스 저  ; 김영미 옮김,,아이노리,2019,12000,임시자료실
2779,EM0000454484,235.1-박66ㅌ,팀 켈러의 변증 설교  : 켈러의 설교 15편 분석  : 질문에 대답하는 설교,박용기 지음,,CLC(기독교문서선교회),2019,10000,임시자료실
2780,EM0000454485,238.24-팝823ㅎ,"하느님, 도와주세요! 이 사람들 때문에 미치겠어요",그레고리 K. 팝케 지음  ; 문종원 옮김,,가톨릭출판사,2019,16000,임시자료실
2781,EM0000454486,233-글235ㅎ,한 주간에 신약성경 한 번 읽기,글로벌바이블리딩캠페인센터 [편집부 편],,글로벌바이블리딩캠페인센터,2019,17000,임시자료실
2782,EM0000454487,325.1-박64ㅇ,0.1cm로 싸우는 사람  : 최초의 디자인 회사 '바른손' 50년 이야기,"박영춘, 김정윤 지음",,Mons(몽스북),2019,14900,임시자료실
2783,EM0000454488,189-핸58ㅇ,12가지 행복의 법칙  : 마음을 다루는 방식이 삶의 차이를 만든다,"릭 핸슨, 포러스트 핸슨 지음  ; 홍경탁 옮김",,Winner's book(위너스북),2019,15000,임시자료실
2784,EM0000454489,070.431-최95ㅅ,신문사설과 칼럼으로 보는 2019년의 이슈들,최홍수 지음,,사설닷컴,2019,25000,임시자료실
2785,EM0000454490,199.1-코58ㅅ,30대에 하지 않으면 후회할 것들,코스기 토시야 지음  ; 이정은 옮김,,홍익출판사,2019,14800,임시자료실
2786,EM0000454491,673.511-이79ㅂ,BTS와 아미 컬처,이지행 [지음],,커뮤니케이션북스,2019,10000,임시자료실
2787,EM0000454492,325.211-내43ㅇ,FBI 관찰의 기술  : 몸의 신호로 상대를 꿰뚫어 보는 실전 메뉴얼,조 내버로 지음  ; 김수민 옮김,,리더스북,2019,16000,임시자료실
2788,EM0000454493,371-아69,IB를 말한다  : 대한민국 미래 교육을 위한 제안,"이혜정, 이범, 김진우, 박하식, 송재범, 하화주, 홍영일 지음",,창비교육,2019,17000,임시자료실
2789,EM0000454494,334.9-간44,"간병살인, 154인의 고백 : 우리 사회가 보듬어야 할 간병 가족들의 이야기","유영규, 임주형, 이성원, 신융아, 이혜리 [공]지음",,루아크,2019,14000,임시자료실
2790,EM0000454495,818-하57ㄱ,"갖다 버리고 싶어도 내 인생  : 죽는 것과 사는 것, 둘 중에 하나는 쉬워야 되는 거 아닌가요?",글.그림: 하수연,,턴어라운드,2019,15000,임시자료실
2791,EM0000454496,325.555-안225ㄱ,구글 애드센스로 돈 벌기  : 수익형 블로그에서 유튜브까지<종합편>,안동수 지음,,아틀라스북스,2019,17600,임시자료실
2792,EM0000454497,325.21-김79ㄱ,구직 대신 창직하라,김진표 지음,,매일경제신문사,2019,15000,임시자료실
2793,EM0000454498,325.211-김77ㄱ,(아슬아슬했던 김과장을 살린) 기적의 멘토링,김준성 지음,,이담Books,2019,14000,임시자료실
2794,EM0000454499,325.211-최66ㄴ,나는 열정보다 센스로 일한다  : 일못러와 일잘러를 가르는 작지만 큰 차이,최용진 지음,,이너북,2019,15000,임시자료실
2795,EM0000454500,327.87-이225ㄴ,"내 집 마련, 서울 대장 아파트에 답이 있다!",구번타자 홈런왕 지음,,한국경제신문,2019,18000,임시자료실
2796,EM0000454501,327-엄79ㄷ,다 귀찮고 그냥 돈 모아주세요  : 돈이 일하게 하는 재무설계 기초 대방출,"엄진성, 김명숙 공저",,노드미디어,2019,15000,임시자료실
2797,EM0000454502,325.26-김43ㄷ,당신은 존재감 있는 사람입니까?,지은이: 김범준,,홍익출판사,2019,14800,임시자료실
2798,EM0000454503,325.24-조64ㄷ,당신의 팀은 괜찮습니까  = Is your team fine?  : 최고 성과를 창출하는 팀의 리더십 원칙,조영탁 지음,,행복한북클럽,2019,15000,임시자료실
2799,EM0000454504,325.571-정79ㄷ,도쿄 라이프스타일  : 당신의 취향이 비즈니스가 되는 곳,"지은이: 정지원, 정혜선, 황지현",,미래의창,2019,16000,임시자료실
2800,EM0000454505,327.04-허832ㄷ=2,돈 없이 111세까지 살아버린다면?,지은이: 허태호,,Ritec Contents(리텍 콘텐츠),2019,16000,임시자료실
2801,EM0000454506,325.24-홍68ㄹ,리더의 마음  = How great leaders move people's mind  : 최고의 리더는 어떻게 사람을 움직이는가,홍의숙 지음,,다산북스,2019,16000,임시자료실
