,word,sentiment
1462,detests,negative
1463,detract,negative
1464,detracted,negative
1465,detracting,negative
1466,detraction,negative
1467,detracts,negative
1468,detriment,negative
1469,detrimental,negative
1470,devastate,negative
1471,devastated,negative
1472,devastates,negative
1473,devastating,negative
1474,devastatingly,negative
1475,devastation,negative
1476,deviate,negative
1477,deviation,negative
1478,devil,negative
1479,devilish,negative
1480,devilishly,negative
1481,devilment,negative
1482,devilry,negative
1483,devious,negative
1484,deviously,negative
1485,deviousness,negative
1486,devoid,negative
1487,devout,positive
1488,dexterous,positive
1489,dexterously,positive
1490,dextrous,positive
1491,diabolic,negative
1492,diabolical,negative
1493,diabolically,negative
1494,diametrically,negative
1495,diappointed,negative
1496,diatribe,negative
1497,diatribes,negative
1498,dick,negative
1499,dictator,negative
1500,dictatorial,negative
1501,die,negative
1502,die-hard,negative
1503,died,negative
1504,dies,negative
1505,difficult,negative
1506,difficulties,negative
1507,difficulty,negative
1508,diffidence,negative
1509,dignified,positive
1510,dignify,positive
1511,dignity,positive
1512,dilapidated,negative
1513,dilemma,negative
1514,diligence,positive
1515,diligent,positive
1516,diligently,positive
1517,dilly-dally,negative
1518,dim,negative
1519,dimmer,negative
1520,din,negative
1521,ding,negative
1522,dings,negative
1523,dinky,negative
1524,diplomatic,positive
1525,dire,negative
1526,direly,negative
1527,direness,negative
1528,dirt,negative
1529,dirt-cheap,positive
1530,dirtbag,negative
1531,dirtbags,negative
1532,dirts,negative
1533,dirty,negative
1534,disable,negative
1535,disabled,negative
1536,disaccord,negative
1537,disadvantage,negative
1538,disadvantaged,negative
1539,disadvantageous,negative
1540,disadvantages,negative
1541,disaffect,negative
1542,disaffected,negative
1543,disaffirm,negative
1544,disagree,negative
1545,disagreeable,negative
1546,disagreeably,negative
1547,disagreed,negative
1548,disagreeing,negative
1549,disagreement,negative
1550,disagrees,negative
1551,disallow,negative
1552,disapointed,negative
1553,disapointing,negative
1554,disapointment,negative
1555,disappoint,negative
1556,disappointed,negative
1557,disappointing,negative
1558,disappointingly,negative
1559,disappointment,negative
1560,disappointments,negative
1561,disappoints,negative
1562,disapprobation,negative
1563,disapproval,negative
1564,disapprove,negative
1565,disapproving,negative
1566,disarm,negative
1567,disarray,negative
1568,disaster,negative
1569,disasterous,negative
1570,disastrous,negative
1571,disastrously,negative
1572,disavow,negative
1573,disavowal,negative
1574,disbelief,negative
1575,disbelieve,negative
1576,disbeliever,negative
1577,disclaim,negative
1578,discombobulate,negative
1579,discomfit,negative
1580,discomfititure,negative
1581,discomfort,negative
1582,discompose,negative
1583,disconcert,negative
1584,disconcerted,negative
1585,disconcerting,negative
1586,disconcertingly,negative
1587,disconsolate,negative
1588,disconsolately,negative
1589,disconsolation,negative
1590,discontent,negative
1591,discontented,negative
1592,discontentedly,negative
1593,discontinued,negative
1594,discontinuity,negative
1595,discontinuous,negative
1596,discord,negative
1597,discordance,negative
1598,discordant,negative
1599,discountenance,negative
1600,discourage,negative
1601,discouragement,negative
1602,discouraging,negative
1603,discouragingly,negative
1604,discourteous,negative
1605,discourteously,negative
1606,discoutinous,negative
1607,discredit,negative
1608,discrepant,negative
1609,discriminate,negative
1610,discrimination,negative
1611,discriminatory,negative
1612,disdain,negative
1613,disdained,negative
1614,disdainful,negative
1615,disdainfully,negative
1616,disfavor,negative
1617,disgrace,negative
1618,disgraced,negative
1619,disgraceful,negative
1620,disgracefully,negative
1621,disgruntle,negative
1622,disgruntled,negative
1623,disgust,negative
1624,disgusted,negative
1625,disgustedly,negative
1626,disgustful,negative
1627,disgustfully,negative
1628,disgusting,negative
1629,disgustingly,negative
1630,dishearten,negative
1631,disheartening,negative
1632,dishearteningly,negative
1633,dishonest,negative
1634,dishonestly,negative
1635,dishonesty,negative
1636,dishonor,negative
1637,dishonorable,negative
1638,dishonorablely,negative
1639,disillusion,negative
1640,disillusioned,negative
1641,disillusionment,negative
1642,disillusions,negative
1643,disinclination,negative
1644,disinclined,negative
1645,disingenuous,negative
1646,disingenuously,negative
1647,disintegrate,negative
1648,disintegrated,negative
1649,disintegrates,negative
1650,disintegration,negative
1651,disinterest,negative
1652,disinterested,negative
1653,dislike,negative
1654,disliked,negative
1655,dislikes,negative
1656,disliking,negative
1657,dislocated,negative
1658,disloyal,negative
1659,disloyalty,negative
1660,dismal,negative
1661,dismally,negative
1662,dismalness,negative
1663,dismay,negative
1664,dismayed,negative
1665,dismaying,negative
1666,dismayingly,negative
1667,dismissive,negative
1668,dismissively,negative
1669,disobedience,negative
1670,disobedient,negative
1671,disobey,negative
1672,disoobedient,negative
1673,disorder,negative
1674,disordered,negative
1675,disorderly,negative
1676,disorganized,negative
1677,disorient,negative
1678,disoriented,negative
1679,disown,negative
1680,disparage,negative
1681,disparaging,negative
1682,disparagingly,negative
1683,dispensable,negative
1684,dispirit,negative
1685,dispirited,negative
1686,dispiritedly,negative
1687,dispiriting,negative
1688,displace,negative
1689,displaced,negative
1690,displease,negative
1691,displeased,negative
1692,displeasing,negative
1693,displeasure,negative
1694,disproportionate,negative
1695,disprove,negative
1696,disputable,negative
1697,dispute,negative
1698,disputed,negative
1699,disquiet,negative
1700,disquieting,negative
1701,disquietingly,negative
1702,disquietude,negative
1703,disregard,negative
1704,disregardful,negative
1705,disreputable,negative
1706,disrepute,negative
1707,disrespect,negative
1708,disrespectable,negative
1709,disrespectablity,negative
1710,disrespectful,negative
1711,disrespectfully,negative
1712,disrespectfulness,negative
1713,disrespecting,negative
1714,disrupt,negative
1715,disruption,negative
1716,disruptive,negative
1717,diss,negative
1718,dissapointed,negative
1719,dissappointed,negative
1720,dissappointing,negative
1721,dissatisfaction,negative
1722,dissatisfactory,negative
1723,dissatisfied,negative
1724,dissatisfies,negative
1725,dissatisfy,negative
1726,dissatisfying,negative
1727,dissed,negative
1728,dissemble,negative
1729,dissembler,negative
1730,dissension,negative
1731,dissent,negative
1732,dissenter,negative
1733,dissention,negative
1734,disservice,negative
1735,disses,negative
1736,dissidence,negative
1737,dissident,negative
1738,dissidents,negative
1739,dissing,negative
1740,dissocial,negative
1741,dissolute,negative
1742,dissolution,negative
1743,dissonance,negative
1744,dissonant,negative
1745,dissonantly,negative
1746,dissuade,negative
1747,dissuasive,negative
1748,distains,negative
1749,distaste,negative
1750,distasteful,negative
1751,distastefully,negative
1752,distinction,positive
1753,distinctive,positive
1754,distinguished,positive
1755,distort,negative
1756,distorted,negative
1757,distortion,negative
1758,distorts,negative
1759,distract,negative
1760,distracting,negative
1761,distraction,negative
1762,distraught,negative
1763,distraughtly,negative
1764,distraughtness,negative
1765,distress,negative
1766,distressed,negative
1767,distressing,negative
1768,distressingly,negative
1769,distrust,negative
1770,distrustful,negative
1771,distrusting,negative
1772,disturb,negative
1773,disturbance,negative
1774,disturbed,negative
1775,disturbing,negative
1776,disturbingly,negative
1777,disunity,negative
1778,disvalue,negative
1779,divergent,negative
1780,diversified,positive
1781,divine,positive
1782,divinely,positive
1783,divisive,negative
1784,divisively,negative
1785,divisiveness,negative
1786,dizzing,negative
1787,dizzingly,negative
1788,dizzy,negative
1789,doddering,negative
1790,dodgey,negative
1791,dogged,negative
1792,doggedly,negative
1793,dogmatic,negative
1794,doldrums,negative
1795,dominate,positive
1796,dominated,positive
1797,dominates,positive
1798,domineer,negative
1799,domineering,negative
1800,donside,negative
1801,doom,negative
1802,doomed,negative
1803,doomsday,negative
1804,dope,negative
1805,dote,positive
1806,dotingly,positive
1807,doubt,negative
1808,doubtful,negative
1809,doubtfully,negative
1810,doubtless,positive
1811,doubts,negative
1812,douchbag,negative
1813,douchebag,negative
1814,douchebags,negative
1815,downbeat,negative
1816,downcast,negative
1817,downer,negative
1818,downfall,negative
1819,downfallen,negative
1820,downgrade,negative
1821,downhearted,negative
1822,downheartedly,negative
1823,downhill,negative
1824,downside,negative
1825,downsides,negative
1826,downturn,negative
1827,downturns,negative
1828,drab,negative
1829,draconian,negative
1830,draconic,negative
1831,drag,negative
1832,dragged,negative
1833,dragging,negative
1834,dragoon,negative
1835,drags,negative
1836,drain,negative
1837,drained,negative
1838,draining,negative
1839,drains,negative
1840,drastic,negative
1841,drastically,negative
1842,drawback,negative
1843,drawbacks,negative
1844,dread,negative
1845,dreadful,negative
1846,dreadfully,negative
1847,dreadfulness,negative
1848,dreamland,positive
1849,dreary,negative
1850,dripped,negative
1851,dripping,negative
1852,drippy,negative
1853,drips,negative
1854,drones,negative
1855,droop,negative
1856,droops,negative
1857,drop-out,negative
1858,drop-outs,negative
1859,dropout,negative
1860,dropouts,negative
1861,drought,negative
1862,drowning,negative
1863,drunk,negative
1864,drunkard,negative
1865,drunken,negative
1866,dubious,negative
1867,dubiously,negative
1868,dubitable,negative
1869,dud,negative
1870,dull,negative
1871,dullard,negative
1872,dumb,negative
1873,dumbfound,negative
1874,dumbfounded,positive
1875,dumbfounding,positive
1876,dummy-proof,positive
1877,dump,negative
1878,dumped,negative
1879,dumping,negative
1880,dumps,negative
1881,dunce,negative
1882,dungeon,negative
1883,dungeons,negative
1884,dupe,negative
1885,durable,positive
1886,dust,negative
1887,dusty,negative
1888,dwindling,negative
1889,dying,negative
1890,dynamic,positive
1891,eager,positive
1892,eagerly,positive
1893,eagerness,positive
1894,earnest,positive
1895,earnestly,positive
1896,earnestness,positive
1897,earsplitting,negative
1898,ease,positive
1899,eased,positive
1900,eases,positive
1901,easier,positive
1902,easiest,positive
1903,easiness,positive
1904,easing,positive
1905,easy,positive
1906,easy-to-use,positive
1907,easygoing,positive
1908,ebullience,positive
1909,ebullient,positive
1910,ebulliently,positive
1911,eccentric,negative
1912,eccentricity,negative
1913,ecenomical,positive
1914,economical,positive
1915,ecstasies,positive
1916,ecstasy,positive
1917,ecstatic,positive
1918,ecstatically,positive
1919,edify,positive
1920,educated,positive
1921,effective,positive
1922,effectively,positive
1923,effectiveness,positive
1924,effectual,positive
1925,efficacious,positive
1926,efficient,positive
1927,efficiently,positive
1928,effigy,negative
1929,effortless,positive
1930,effortlessly,positive
1931,effrontery,negative
1932,effusion,positive
1933,effusive,positive
1934,effusively,positive
1935,effusiveness,positive
1936,egocentric,negative
1937,egomania,negative
1938,egotism,negative
1939,egotistical,negative
1940,egotistically,negative
1941,egregious,negative
1942,egregiously,negative
1943,elan,positive
1944,elate,positive
1945,elated,positive
1946,elatedly,positive
1947,elation,positive
1948,election-rigger,negative
1949,electrify,positive
1950,elegance,positive
1951,elegant,positive
1952,elegantly,positive
1953,elevate,positive
1954,elimination,negative
1955,elite,positive
1956,eloquence,positive
1957,eloquent,positive
1958,eloquently,positive
1959,emaciated,negative
1960,emasculate,negative
1961,embarrass,negative
1962,embarrassing,negative
1963,embarrassingly,negative
1964,embarrassment,negative
1965,embattled,negative
1966,embolden,positive
1967,embroil,negative
1968,embroiled,negative
1969,embroilment,negative
1970,emergency,negative
1971,eminence,positive
1972,eminent,positive
1973,empathize,positive
1974,empathy,positive
1975,emphatic,negative
1976,emphatically,negative
1977,empower,positive
1978,empowerment,positive
1979,emptiness,negative
1980,enchant,positive
1981,enchanted,positive
1982,enchanting,positive
1983,enchantingly,positive
1984,encourage,positive
1985,encouragement,positive
1986,encouraging,positive
1987,encouragingly,positive
1988,encroach,negative
1989,encroachment,negative
1990,endanger,negative
1991,endear,positive
1992,endearing,positive
1993,endorse,positive
1994,endorsed,positive
1995,endorsement,positive
1996,endorses,positive
1997,endorsing,positive
1998,enemies,negative
1999,enemy,negative
2000,energetic,positive
2001,energize,positive
2002,energy-efficient,positive
2003,energy-saving,positive
2004,enervate,negative
2005,enfeeble,negative
2006,enflame,negative
2007,engaging,positive
2008,engrossing,positive
2009,engulf,negative
2010,enhance,positive
2011,enhanced,positive
2012,enhancement,positive
2013,enhances,positive
2014,enjoin,negative
2015,enjoy,positive
2016,enjoyable,positive
2017,enjoyably,positive
2018,enjoyed,positive
2019,enjoying,positive
2020,enjoyment,positive
2021,enjoys,positive
2022,enlighten,positive
2023,enlightenment,positive
2024,enliven,positive
2025,enmity,negative
2026,ennoble,positive
2027,enough,positive
2028,enrage,negative
2029,enraged,negative
2030,enraging,negative
2031,enrapt,positive
2032,enrapture,positive
2033,enraptured,positive
2034,enrich,positive
2035,enrichment,positive
2036,enslave,negative
2037,entangle,negative
2038,entanglement,negative
2039,enterprising,positive
2040,entertain,positive
2041,entertaining,positive
2042,entertains,positive
2043,enthral,positive
2044,enthrall,positive
2045,enthralled,positive
2046,enthuse,positive
2047,enthusiasm,positive
2048,enthusiast,positive
2049,enthusiastic,positive
2050,enthusiastically,positive
2051,entice,positive
2052,enticed,positive
2053,enticing,positive
2054,enticingly,positive
2055,entranced,positive
2056,entrancing,positive
2057,entrap,negative
2058,entrapment,negative
2059,entrust,positive
2060,enviable,positive
2061,enviably,positive
2062,envious,negative
2063,envious,positive
2064,enviously,negative
2065,enviously,positive
2066,enviousness,negative
2067,enviousness,positive
2068,envy,positive
2069,epidemic,negative
2070,equitable,positive
2071,equivocal,negative
2072,erase,negative
2073,ergonomical,positive
2074,erode,negative
2075,erodes,negative
2076,erosion,negative
2077,err,negative
2078,err-free,positive
2079,errant,negative
2080,erratic,negative
2081,erratically,negative
2082,erroneous,negative
2083,erroneously,negative
2084,error,negative
2085,errors,negative
2086,erudite,positive
2087,eruptions,negative
2088,escapade,negative
2089,eschew,negative
2090,estranged,negative
2091,ethical,positive
2092,eulogize,positive
2093,euphoria,positive
2094,euphoric,positive
2095,euphorically,positive
2096,evade,negative
2097,evaluative,positive
2098,evasion,negative
2099,evasive,negative
2100,evenly,positive
2101,eventful,positive
2102,everlasting,positive
2103,evil,negative
2104,evildoer,negative
2105,evils,negative
2106,eviscerate,negative
2107,evocative,positive
2108,exacerbate,negative
2109,exagerate,negative
2110,exagerated,negative
2111,exagerates,negative
2112,exaggerate,negative
2113,exaggeration,negative
2114,exalt,positive
2115,exaltation,positive
2116,exalted,positive
2117,exaltedly,positive
2118,exalting,positive
2119,exaltingly,positive
2120,examplar,positive
2121,examplary,positive
2122,exasperate,negative
2123,exasperated,negative
2124,exasperating,negative
2125,exasperatingly,negative
2126,exasperation,negative
2127,excallent,positive
2128,exceed,positive
2129,exceeded,positive
2130,exceeding,positive
2131,exceedingly,positive
2132,exceeds,positive
2133,excel,positive
2134,exceled,positive
2135,excelent,positive
2136,excellant,positive
2137,excelled,positive
2138,excellence,positive
2139,excellency,positive
2140,excellent,positive
2141,excellently,positive
2142,excels,positive
2143,exceptional,positive
2144,exceptionally,positive
2145,excessive,negative
2146,excessively,negative
2147,excite,positive
2148,excited,positive
2149,excitedly,positive
2150,excitedness,positive
2151,excitement,positive
2152,excites,positive
2153,exciting,positive
2154,excitingly,positive
2155,exclusion,negative
2156,excoriate,negative
2157,excruciating,negative
2158,excruciatingly,negative
2159,excuse,negative
2160,excuses,negative
2161,execrate,negative
2162,exellent,positive
2163,exemplar,positive
2164,exemplary,positive
2165,exhaust,negative
2166,exhausted,negative
2167,exhaustion,negative
2168,exhausts,negative
2169,exhilarate,positive
2170,exhilarating,positive
2171,exhilaratingly,positive
2172,exhilaration,positive
2173,exhorbitant,negative
2174,exhort,negative
2175,exile,negative
2176,exonerate,positive
2177,exorbitant,negative
2178,exorbitantance,negative
2179,exorbitantly,negative
2180,expansive,positive
2181,expeditiously,positive
2182,expel,negative
2183,expensive,negative
2184,expertly,positive
2185,expire,negative
2186,expired,negative
2187,explode,negative
2188,exploit,negative
2189,exploitation,negative
2190,explosive,negative
2191,expropriate,negative
2192,expropriation,negative
2193,expulse,negative
2194,expunge,negative
2195,exquisite,positive
2196,exquisitely,positive
2197,exterminate,negative
2198,extermination,negative
2199,extinguish,negative
2200,extol,positive
2201,extoll,positive
2202,extort,negative
2203,extortion,negative
2204,extraneous,negative
2205,extraordinarily,positive
2206,extraordinary,positive
2207,extravagance,negative
2208,extravagant,negative
2209,extravagantly,negative
2210,extremism,negative
2211,extremist,negative
2212,extremists,negative
2213,exuberance,positive
2214,exuberant,positive
2215,exuberantly,positive
2216,exult,positive
2217,exultant,positive
2218,exultation,positive
2219,exultingly,positive
2220,eye-catch,positive
2221,eye-catching,positive
2222,eyecatch,positive
2223,eyecatching,positive
2224,eyesore,negative
2225,f**k,negative
2226,fabricate,negative
2227,fabrication,negative
2228,fabulous,positive
2229,fabulously,positive
2230,facetious,negative
2231,facetiously,negative
2232,facilitate,positive
2233,fail,negative
2234,failed,negative
2235,failing,negative
2236,fails,negative
2237,failure,negative
2238,failures,negative
2239,faint,negative
2240,fainthearted,negative
2241,fair,positive
2242,fairly,positive
2243,fairness,positive
2244,faith,positive
2245,faithful,positive
2246,faithfully,positive
2247,faithfulness,positive
2248,faithless,negative
2249,fake,negative
2250,fall,negative
2251,fallacies,negative
2252,fallacious,negative
2253,fallaciously,negative
2254,fallaciousness,negative
2255,fallacy,negative
2256,fallen,negative
2257,falling,negative
2258,fallout,negative
2259,falls,negative
2260,false,negative
2261,falsehood,negative
2262,falsely,negative
2263,falsify,negative
2264,falter,negative
2265,faltered,negative
2266,fame,positive
2267,famed,positive
2268,famine,negative
2269,famished,negative
2270,famous,positive
2271,famously,positive
2272,fanatic,negative
2273,fanatical,negative
2274,fanatically,negative
2275,fanaticism,negative
2276,fanatics,negative
2277,fancier,positive
2278,fanciful,negative
2279,fancinating,positive
2280,fancy,positive
2281,fanfare,positive
2282,fans,positive
2283,fantastic,positive
2284,fantastically,positive
2285,far-fetched,negative
2286,farce,negative
2287,farcical,negative
2288,farcical-yet-provocative,negative
2289,farcically,negative
2290,farfetched,negative
2291,fascinate,positive
2292,fascinating,positive
2293,fascinatingly,positive
2294,fascination,positive
2295,fascism,negative
2296,fascist,negative
2297,fashionable,positive
2298,fashionably,positive
2299,fast,positive
2300,fast-growing,positive
2301,fast-paced,positive
2302,faster,positive
2303,fastest,positive
2304,fastest-growing,positive
2305,fastidious,negative
2306,fastidiously,negative
2307,fastuous,negative
2308,fat,negative
2309,fat-cat,negative
2310,fat-cats,negative
2311,fatal,negative
2312,fatalistic,negative
2313,fatalistically,negative
2314,fatally,negative
2315,fatcat,negative
2316,fatcats,negative
2317,fateful,negative
2318,fatefully,negative
2319,fathomless,negative
2320,fatigue,negative
2321,fatigued,negative
2322,fatique,negative
2323,fatty,negative
2324,fatuity,negative
2325,fatuous,negative
2326,fatuously,negative
2327,fault,negative
2328,faultless,positive
2329,faults,negative
2330,faulty,negative
2331,fav,positive
2332,fave,positive
2333,favor,positive
2334,favorable,positive
2335,favored,positive
2336,favorite,positive
2337,favorited,positive
2338,favour,positive
2339,fawningly,negative
2340,faze,negative
2341,fear,negative
2342,fearful,negative
2343,fearfully,negative
2344,fearless,positive
2345,fearlessly,positive
2346,fears,negative
2347,fearsome,negative
2348,feasible,positive
2349,feasibly,positive
2350,feat,positive
2351,feature-rich,positive
2352,fecilitous,positive
2353,feckless,negative
2354,feeble,negative
2355,feeblely,negative
2356,feebleminded,negative
2357,feign,negative
2358,feint,negative
2359,feisty,positive
2360,felicitate,positive
2361,felicitous,positive
2362,felicity,positive
2363,fell,negative
2364,felon,negative
2365,felonious,negative
2366,ferociously,negative
2367,ferocity,negative
2368,fertile,positive
2369,fervent,positive
2370,fervently,positive
2371,fervid,positive
2372,fervidly,positive
2373,fervor,positive
2374,festive,positive
2375,fetid,negative
2376,fever,negative
2377,feverish,negative
2378,fevers,negative
2379,fiasco,negative
2380,fib,negative
2381,fibber,negative
2382,fickle,negative
2383,fiction,negative
2384,fictional,negative
2385,fictitious,negative
2386,fidelity,positive
2387,fidget,negative
2388,fidgety,negative
2389,fiend,negative
2390,fiendish,negative
2391,fierce,negative
2392,fiery,positive
2393,figurehead,negative
2394,filth,negative
2395,filthy,negative
2396,finagle,negative
2397,fine,positive
2398,fine-looking,positive
2399,finely,positive
2400,finer,positive
2401,finest,positive
2402,finicky,negative
2403,firmer,positive
2404,first-class,positive
2405,first-in-class,positive
2406,first-rate,positive
2407,fissures,negative
2408,fist,negative
2409,flabbergast,negative
2410,flabbergasted,negative
2411,flagging,negative
2412,flagrant,negative
2413,flagrantly,negative
2414,flair,negative
2415,flairs,negative
2416,flak,negative
2417,flake,negative
2418,flakey,negative
2419,flakieness,negative
2420,flaking,negative
2421,flaky,negative
2422,flare,negative
2423,flares,negative
2424,flareup,negative
2425,flareups,negative
2426,flashy,positive
2427,flat-out,negative
2428,flatter,positive
2429,flattering,positive
2430,flatteringly,positive
2431,flaunt,negative
2432,flaw,negative
2433,flawed,negative
2434,flawless,positive
2435,flawlessly,positive
2436,flaws,negative
2437,flee,negative
2438,fleed,negative
2439,fleeing,negative
2440,fleer,negative
2441,flees,negative
2442,fleeting,negative
2443,flexibility,positive
2444,flexible,positive
2445,flicering,negative
2446,flicker,negative
2447,flickering,negative
2448,flickers,negative
2449,flighty,negative
2450,flimflam,negative
2451,flimsy,negative
2452,flirt,negative
2453,flirty,negative
2454,floored,negative
2455,flounder,negative
2456,floundering,negative
2457,flourish,positive
2458,flourishing,positive
2459,flout,negative
2460,fluent,positive
2461,fluster,negative
2462,flutter,positive
2463,foe,negative
2464,fond,positive
2465,fondly,positive
2466,fondness,positive
2467,fool,negative
2468,fooled,negative
2469,foolhardy,negative
2470,foolish,negative
2471,foolishly,negative
2472,foolishness,negative
2473,foolproof,positive
2474,forbid,negative
2475,forbidden,negative
2476,forbidding,negative
2477,forceful,negative
2478,foreboding,negative
2479,forebodingly,negative
2480,foremost,positive
2481,foresight,positive
2482,forfeit,negative
2483,forged,negative
2484,forgetful,negative
2485,forgetfully,negative
2486,forgetfulness,negative
2487,forlorn,negative
2488,forlornly,negative
2489,formidable,positive
2490,forsake,negative
2491,forsaken,negative
2492,forswear,negative
2493,fortitude,positive
2494,fortuitous,positive
2495,fortuitously,positive
2496,fortunate,positive
2497,fortunately,positive
2498,fortune,positive
2499,foul,negative
2500,foully,negative
2501,foulness,negative
2502,fractious,negative
2503,fractiously,negative
2504,fracture,negative
2505,fragile,negative
2506,fragmented,negative
2507,fragrant,positive
2508,frail,negative
2509,frantic,negative
2510,frantically,negative
2511,franticly,negative
2512,fraud,negative
2513,fraudulent,negative
2514,fraught,negative
2515,frazzle,negative
2516,frazzled,negative
2517,freak,negative
2518,freaking,negative
2519,freakish,negative
2520,freakishly,negative
2521,freaks,negative
2522,free,positive
2523,freed,positive
2524,freedom,positive
2525,freedoms,positive
2526,freeze,negative
2527,freezes,negative
2528,freezing,negative
2529,frenetic,negative
2530,frenetically,negative
2531,frenzied,negative
2532,frenzy,negative
2533,fresh,positive
2534,fresher,positive
2535,freshest,positive
2536,fret,negative
2537,fretful,negative
2538,frets,negative
2539,friction,negative
2540,frictions,negative
2541,fried,negative
2542,friendliness,positive
2543,friendly,positive
2544,friggin,negative
2545,frigging,negative
2546,fright,negative
2547,frighten,negative
2548,frightening,negative
2549,frighteningly,negative
2550,frightful,negative
2551,frightfully,negative
2552,frigid,negative
2553,frolic,positive
2554,frost,negative
2555,frown,negative
2556,froze,negative
2557,frozen,negative
2558,frugal,positive
2559,fruitful,positive
2560,fruitless,negative
2561,fruitlessly,negative
2562,frustrate,negative
2563,frustrated,negative
2564,frustrates,negative
2565,frustrating,negative
2566,frustratingly,negative
2567,frustration,negative
2568,frustrations,negative
2569,ftw,positive
2570,fuck,negative
2571,fucking,negative
2572,fudge,negative
2573,fugitive,negative
2574,fulfillment,positive
2575,full-blown,negative
2576,fulminate,negative
2577,fumble,negative
2578,fume,negative
2579,fumes,negative
2580,fun,positive
2581,fundamentalism,negative
2582,funky,negative
2583,funnily,negative
2584,funny,negative
2585,furious,negative
2586,furiously,negative
2587,furor,negative
2588,fury,negative
2589,fuss,negative
2590,fussy,negative
2591,fustigate,negative
2592,fusty,negative
2593,futile,negative
2594,futilely,negative
2595,futility,negative
2596,futurestic,positive
2597,futuristic,positive
2598,fuzzy,negative
2599,gabble,negative
2600,gaff,negative
2601,gaffe,negative
2602,gaiety,positive
2603,gaily,positive
2604,gain,positive
2605,gained,positive
2606,gainful,positive
2607,gainfully,positive
2608,gaining,positive
2609,gains,positive
2610,gainsay,negative
2611,gainsayer,negative
2612,gall,negative
2613,gallant,positive
2614,gallantly,positive
2615,galling,negative
2616,gallingly,negative
2617,galls,negative
2618,galore,positive
2619,gangster,negative
2620,gape,negative
2621,garbage,negative
2622,garish,negative
2623,gasp,negative
2624,gauche,negative
2625,gaudy,negative
2626,gawk,negative
2627,gawky,negative
2628,geekier,positive
2629,geeky,positive
2630,geezer,negative
2631,gem,positive
2632,gems,positive
2633,generosity,positive
2634,generous,positive
2635,generously,positive
2636,genial,positive
2637,genius,positive
2638,genocide,negative
2639,gentle,positive
2640,gentlest,positive
2641,genuine,positive
2642,get-rich,negative
2643,ghastly,negative
2644,ghetto,negative
2645,ghosting,negative
2646,gibber,negative
2647,gibberish,negative
2648,gibe,negative
2649,giddy,negative
2650,gifted,positive
2651,gimmick,negative
2652,gimmicked,negative
2653,gimmicking,negative
2654,gimmicks,negative
2655,gimmicky,negative
2656,glad,positive
2657,gladden,positive
2658,gladly,positive
2659,gladness,positive
2660,glamorous,positive
2661,glare,negative
2662,glaringly,negative
2663,glee,positive
2664,gleeful,positive
2665,gleefully,positive
2666,glib,negative
2667,glibly,negative
2668,glimmer,positive
2669,glimmering,positive
2670,glisten,positive
2671,glistening,positive
2672,glitch,negative
2673,glitches,negative
2674,glitter,positive
2675,glitz,positive
2676,gloatingly,negative
2677,gloom,negative
2678,gloomy,negative
2679,glorify,positive
2680,glorious,positive
2681,gloriously,positive
2682,glory,positive
2683,glow,positive
2684,glower,negative
2685,glowing,positive
2686,glowingly,positive
2687,glum,negative
2688,glut,negative
2689,gnawing,negative
2690,goad,negative
2691,goading,negative
2692,god-awful,negative
2693,god-given,positive
2694,god-send,positive
2695,godlike,positive
2696,godsend,positive
2697,gold,positive
2698,golden,positive
2699,good,positive
2700,goodly,positive
2701,goodness,positive
2702,goodwill,positive
2703,goof,negative
2704,goofy,negative
2705,goon,negative
2706,goood,positive
2707,gooood,positive
2708,gorgeous,positive
2709,gorgeously,positive
2710,gossip,negative
2711,grace,positive
2712,graceful,positive
2713,gracefully,positive
2714,graceless,negative
2715,gracelessly,negative
2716,gracious,positive
2717,graciously,positive
2718,graciousness,positive
2719,graft,negative
2720,grainy,negative
2721,grand,positive
2722,grandeur,positive
2723,grapple,negative
2724,grate,negative
2725,grateful,positive
2726,gratefully,positive
2727,gratification,positive
2728,gratified,positive
2729,gratifies,positive
2730,gratify,positive
2731,gratifying,positive
2732,gratifyingly,positive
2733,grating,negative
2734,gratitude,positive
2735,gravely,negative
2736,greasy,negative
2737,great,positive
2738,greatest,positive
2739,greatness,positive
2740,greed,negative
2741,greedy,negative
2742,grief,negative
2743,grievance,negative
2744,grievances,negative
2745,grieve,negative
2746,grieving,negative
2747,grievous,negative
2748,grievously,negative
2749,grim,negative
2750,grimace,negative
2751,grin,positive
2752,grind,negative
2753,gripe,negative
2754,gripes,negative
2755,grisly,negative
2756,gritty,negative
2757,gross,negative
2758,grossly,negative
2759,grotesque,negative
2760,grouch,negative
2761,grouchy,negative
2762,groundbreaking,positive
2763,groundless,negative
2764,grouse,negative
2765,growl,negative
2766,grudge,negative
2767,grudges,negative
2768,grudging,negative
2769,grudgingly,negative
2770,gruesome,negative
2771,gruesomely,negative
2772,gruff,negative
2773,grumble,negative
2774,grumpier,negative
2775,grumpiest,negative
2776,grumpily,negative
2777,grumpish,negative
2778,grumpy,negative
2779,guarantee,positive
2780,guidance,positive
2781,guile,negative
2782,guilt,negative
2783,guiltily,negative
2784,guiltless,positive
2785,guilty,negative
2786,gullible,negative
2787,gumption,positive
2788,gush,positive
2789,gusto,positive
2790,gutless,negative
2791,gutsy,positive
2792,gutter,negative
2793,hack,negative
2794,hacks,negative
2795,haggard,negative
2796,haggle,negative
